,species,model,structure,c44_fcc,miller_indices,surface_energy_110_fcc,model_type,model_base_type,c44_fcc_avg,surface_energy_110_fcc_avg
86,Al,EAM_Dynamo_FarkasJones_1996_NbTiAl__MO_042691367780_000,fcc,51.14601348252458,"[1, 2, 1]",0.10020350457407153,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
87,Al,EAM_Dynamo_FarkasJones_1996_NbTiAl__MO_042691367780_000,fcc,51.14601348252458,"[1, 1, 0]",0.10142391439858832,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
88,Al,EAM_Dynamo_JacobsenNorskovPuska_1987_Al__MO_411692133366_000,fcc,46.07939550402374,"[1, 1, 1]",0.05668662386442315,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
89,Al,EAM_Dynamo_JacobsenNorskovPuska_1987_Al__MO_411692133366_000,fcc,46.07939550402374,"[1, 0, 0]",0.06048172202580264,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
90,Al,EAM_Dynamo_JacobsenNorskovPuska_1987_Al__MO_411692133366_000,fcc,46.07939550402374,"[1, 2, 1]",0.06420158176370198,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
91,Al,EAM_Dynamo_JacobsenNorskovPuska_1987_Al__MO_411692133366_000,fcc,46.07939550402374,"[1, 1, 0]",0.06529148941335934,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
92,Al,EAM_Dynamo_LandaWynblattSiegel_2000_AlPb__MO_699137396381_005,fcc,33.11521379231545,"[1, 1, 1]",0.054734607738675556,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
93,Al,EAM_Dynamo_LandaWynblattSiegel_2000_AlPb__MO_699137396381_005,fcc,33.11521379231545,"[1, 0, 0]",0.059092699029064104,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
94,Al,EAM_Dynamo_LandaWynblattSiegel_2000_AlPb__MO_699137396381_005,fcc,33.11521379231545,"[1, 2, 1]",0.06351021970005527,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
95,Al,EAM_Dynamo_LandaWynblattSiegel_2000_AlPb__MO_699137396381_005,fcc,33.11521379231545,"[1, 1, 0]",0.06478677224091357,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
96,Al,EAM_Dynamo_LiuAdams_1998_AlMg__MO_019873715786_000,fcc,32.47438123226118,"[1, 1, 1]",0.056942595634908416,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
97,Al,EAM_Dynamo_LiuAdams_1998_AlMg__MO_019873715786_000,fcc,32.47438123226118,"[1, 0, 0]",0.06254001216615696,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
98,Al,EAM_Dynamo_LiuAdams_1998_AlMg__MO_019873715786_000,fcc,32.47438123226118,"[1, 2, 1]",0.06696034365392119,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
99,Al,EAM_Dynamo_LiuAdams_1998_AlMg__MO_019873715786_000,fcc,32.47438123226118,"[1, 1, 0]",0.06912111494288121,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
100,Al,EAM_Dynamo_LiuLiuBorucki_1999_AlCu__MO_020851069572_000,fcc,36.86177724705177,"[1, 1, 1]",0.05492025975271945,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
101,Al,EAM_Dynamo_LiuLiuBorucki_1999_AlCu__MO_020851069572_000,fcc,36.86177724705177,"[1, 0, 0]",0.059407037697502975,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
102,Al,EAM_Dynamo_LiuLiuBorucki_1999_AlCu__MO_020851069572_000,fcc,36.86177724705177,"[1, 2, 1]",0.0638041069863951,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
103,Al,EAM_Dynamo_LiuLiuBorucki_1999_AlCu__MO_020851069572_000,fcc,36.86177724705177,"[1, 1, 0]",0.06514190262023456,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
104,Al,EAM_Dynamo_MendelevAstaRahman_2009_AlMg__MO_658278549784_005,fcc,32.627891846555535,"[1, 1, 1]",0.02670204096901677,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
105,Al,EAM_Dynamo_MendelevAstaRahman_2009_AlMg__MO_658278549784_005,fcc,32.627891846555535,"[1, 0, 0]",0.030990696104186543,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
